movie_id,title,genres,keywords,director,poster_url
1452,Superman Returns,"['Adventure', 'Fantasy', 'Action', 'Science Fiction']","['saving the world', 'dc comics', 'invulnerability', 'sequel', 'superhero', 'based on comic book', 'kryptonite', 'super powers', 'superhuman strength', 'lex luthor']",Bryan Singer,https://image.tmdb.org/t/p/w500/385XwTQZDpRX2d3kxtnpiLrjBXw.jpg
10764,Quantum of Solace,"['Adventure', 'Action', 'Thriller', 'Crime']","['killing', 'undercover', 'secret agent', 'british secret service']",Marc Forster,https://image.tmdb.org/t/p/w500/e3DXXLJHGqMx9yYpXsql1XNljmM.jpg
58,Pirates of the Caribbean: Dead Man's Chest,"['Adventure', 'Fantasy', 'Action']","['witch', 'fortune teller', 'bondage', 'exotic island', 'monster', 'captain', 'card game', 'east india trading company', 'compass', 'ship', 'daughter', 'pirate', 'swashbuckler', 'aftercreditsstinger']",Gore Verbinski,https://image.tmdb.org/t/p/w500/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg
57201,The Lone Ranger,"['Action', 'Adventure', 'Western']","['texas', 'horse', 'survivor', 'texas ranger', 'partner', 'outlaw', 'escape', 'lawyer', 'train', 'lone ranger', 'comanche', 'the lone ranger', 'tonto']",Gore Verbinski,https://image.tmdb.org/t/p/w500/inABvhkFvz54jSEa6qoe8afIHwj.jpg
49521,Man of Steel,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['saving the world', 'dc comics', 'superhero', 'based on comic book', 'superhuman', 'alien invasion', 'reboot', 'super powers', 'dc extended universe']",Zack Snyder,https://image.tmdb.org/t/p/w500/cB46TSg3kGjq2eVy5kVUhlpUa1H.jpg
2454,The Chronicles of Narnia: Prince Caspian,"['Adventure', 'Family', 'Fantasy']","['based on novel', 'fictional place', 'brother sister relationship', 'lion', 'human being', 'wretch', 'leap in time', 'matter of life and death', 'faith', 'uncle', 'narnia', 'fantasy world']",Andrew Adamson,https://image.tmdb.org/t/p/w500/qxz3WIyjZiSKUhaTIEJ3c1GcC9z.jpg
24428,The Avengers,"['Science Fiction', 'Action', 'Adventure']","['new york', 'shield', 'marvel comic', 'superhero', 'based on comic book', 'alien invasion', 'superhero team', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe']",Joss Whedon,https://image.tmdb.org/t/p/w500/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg
1865,Pirates of the Caribbean: On Stranger Tides,"['Adventure', 'Action', 'Fantasy']","['sea', 'captain', 'mutiny', 'sword', 'prime minister', 'sailing', 'silver', 'ship', 'duke', 'mermaid', 'pirate', 'soldier', 'battle', 'swashbuckler', 'aftercreditsstinger', '3d']",Rob Marshall,https://image.tmdb.org/t/p/w500/keGfSvCmYj7CvdRx36OdVrAEibE.jpg
41154,Men in Black 3,"['Action', 'Comedy', 'Science Fiction']","['time travel', 'time machine', 'alien', 'fictional government agency', 'seeing the future', 'changing history']",Barry Sonnenfeld,https://image.tmdb.org/t/p/w500/90DdoEStzeObs96fsYf4GG544iN.jpg
122917,The Hobbit: The Battle of the Five Armies,"['Action', 'Adventure', 'Fantasy']","['corruption', 'elves', 'dwarves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'dragon', 'battle', 'unlikely friendship', 'epic battle', 'sword and sorcery']",Peter Jackson,https://image.tmdb.org/t/p/w500/xT98tLqatZPQApyRmlPL12LtiWp.jpg
1930,The Amazing Spider-Man,"['Action', 'Adventure', 'Fantasy']","['loss of father', 'vigilante', 'serum', 'marvel comic', 'scientific experiment', 'spider bite', 'masked vigilante', 'reboot', 'super powers', 'genetic engineering', 'social outcast', 'duringcreditsstinger']",Marc Webb,https://image.tmdb.org/t/p/w500/jexoNYnPd6vVrmygwF6QZmWPFdu.jpg
20662,Robin Hood,"['Action', 'Adventure']","['robin hood', 'archer', 'knight', 'sherwood forest', 'bow and arrow', 'middle ages', 'medieval', 'king of england']",Ridley Scott,https://image.tmdb.org/t/p/w500/ldOLoEroWISvPvqTY2IgnuEUWTq.jpg
57158,The Hobbit: The Desolation of Smaug,"['Adventure', 'Fantasy']","['elves', 'dwarves', 'orcs', 'hobbit', 'dragon', 'wizard', 'sword and sorcery']",Peter Jackson,https://image.tmdb.org/t/p/w500/xQYiXsheRCDBA39DOrmaw1aSpbk.jpg
2268,The Golden Compass,"['Adventure', 'Fantasy']","['england', 'compass', 'experiment', 'lordship', 'uncle', 'polar bear', 'orphan', 'animal', 'based on young adult novel']",Chris Weitz,https://image.tmdb.org/t/p/w500/mIHV28g4Zhbc8yhnhOixa8m4p5O.jpg
254,King Kong,"['Adventure', 'Drama', 'Action']","['film business', 'screenplay', 'show business', 'film making', 'film producer', 'exotic island', 'monster', 'indigenous', 'ship', 'dinosaur']",Peter Jackson,https://image.tmdb.org/t/p/w500/6a2HY6UmD7XiDD3NokgaBAXEsD2.jpg
597,Titanic,"['Drama', 'Romance', 'Thriller']","['shipwreck', 'iceberg', 'ship', 'panic', 'titanic', 'ocean liner', 'epic', 'rich woman - poor man', 'love', 'disaster', 'tragic love', 'class differences', 'imax', 'star crossed lovers', 'steerage', 'salvage', 'rich snob', '3d', '1910s']",James Cameron,https://image.tmdb.org/t/p/w500/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg
271110,Captain America: Civil War,"['Adventure', 'Action', 'Science Fiction']","['civil war', 'war', 'marvel comic', 'sequel', 'superhero', 'based on comic book', 'imax', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe', '3d']",Anthony Russo,https://image.tmdb.org/t/p/w500/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg
44833,Battleship,"['Thriller', 'Action', 'Adventure', 'Science Fiction']","['fight', 'u.s. navy', 'mind reading', 'hong kong', 'soccer', 'scientist', 'fictional war', 'naval', 'armada', 'battleship', 'naval combat', 'jds myoko', 'lost communication', 'taser', 'buoy', 'communications expert', 'joint chiefs of staff', 'crash landing', 'jet fighter pilot', 'navy lieutenant', 'permission to marry', 'uss john paul jones', 'based on board game', 'aftercreditsstinger', 'mighty mo', 'uss missouri']",Peter Berg,https://image.tmdb.org/t/p/w500/9b0Im7SfedHiajTwzSL9zGyBI7M.jpg
135397,Jurassic World,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['monster', 'dna', 'tyrannosaurus rex', 'velociraptor', 'island', 'sequel', 'suspense', 'disaster', 'escape', 'dinosaur', 'amusement park', 'animal attack', 'theme park', 'jurassic park', '3d', 'animal horror']",Colin Trevorrow,https://image.tmdb.org/t/p/w500/rhr4y79GpxQF9IsfJItRXVaoGs4.jpg
37724,Skyfall,"['Action', 'Adventure', 'Thriller']","['spy', 'secret agent', 'sociopath', 'killer', 'art gallery', 'british secret service', 'istanbul turkey', 'imax', 'uzi', 'booby trap', 'impersonating a police officer', 'macao']",Sam Mendes,https://image.tmdb.org/t/p/w500/d0IVecFQvsGdSbnMAHqiYsNYaJT.jpg
558,Spider-Man 2,"['Action', 'Adventure', 'Fantasy']","['dual identity', ""love of one's life"", 'pizza boy', 'marvel comic', 'sequel', 'superhero', 'doctor', 'scientist', 'tentacle', 'death', 'super villain']",Sam Raimi,https://image.tmdb.org/t/p/w500/eg8XHjA7jkM3ulBLnfGTczR9ytI.jpg
68721,Iron Man 3,"['Action', 'Adventure', 'Science Fiction']","['terrorist', 'war on terror', 'tennessee', 'malibu', 'marvel comic', 'superhero', 'based on comic book', 'tony stark', 'iron man', 'aftercreditsstinger', 'marvel cinematic universe', 'mandarin', '3d', 'war machine', 'iron patriot', 'extremis']",Shane Black,https://image.tmdb.org/t/p/w500/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg
12155,Alice in Wonderland,"['Family', 'Fantasy', 'Adventure']","['based on novel', 'fictional place', 'queen', 'fantasy', 'alice in wonderland', 'fantasy world', '3d']",Tim Burton,https://image.tmdb.org/t/p/w500/o0kre9wRCZz3jjSjaru7QU0UtFz.jpg
36668,X-Men: The Last Stand,"['Adventure', 'Action', 'Science Fiction', 'Thriller']","['mutant', 'marvel comic', 'based on comic book', 'superhuman', 'beast', 'cyclops', 'aftercreditsstinger']",Brett Ratner,https://image.tmdb.org/t/p/w500/a2xicU8DpKtRizOHjQLC1JyCSRS.jpg
62211,Monsters University,"['Animation', 'Family']","['monster', 'dormitory', 'games', 'animation', 'best friend', 'university', 'scary', 'aftercreditsstinger']",Dan Scanlon,https://image.tmdb.org/t/p/w500/y7thwJ7z5Bplv6vwl6RI0yteaDD.jpg
8373,Transformers: Revenge of the Fallen,"['Science Fiction', 'Action', 'Adventure']","['egypt', 'sun', 'chaos', 'symbol', 'artifact', 'transformers', 'tank', 'robot', 'imax', 'duringcreditsstinger']",Michael Bay,https://image.tmdb.org/t/p/w500/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg
91314,Transformers: Age of Extinction,"['Science Fiction', 'Action', 'Adventure']","['sequel', 'alien', 'transformers', 'giant robot', 'robot', 'imax', 'transforming robot']",Michael Bay,https://image.tmdb.org/t/p/w500/jyzrfx2WaeY60kYZpPYepSjGz4S.jpg
68728,Oz: The Great and Powerful,"['Fantasy', 'Adventure', 'Family']","['circus', 'witch', 'magic', 'hope', 'illusion', 'lost', 'magic trick', 'wizard', '3d']",Sam Raimi,https://image.tmdb.org/t/p/w500/tkzfAUEKoUp4YFNbZV9hfpZOz0z.jpg
102382,The Amazing Spider-Man 2,"['Action', 'Adventure', 'Fantasy']","['obsession', 'marvel comic', 'sequel', 'based on comic book', 'electrocution', 'medical experiment', 'electricity', 'super powers']",Marc Webb,https://image.tmdb.org/t/p/w500/dGjoPttcbKR5VWg1jQuNFB247KL.jpg
20526,TRON: Legacy,"['Adventure', 'Action', 'Science Fiction']","['artificial intelligence', 'secret identity', 'computer program', 'dystopia', 'computer', 'deception', 'duel', 'motorcycle', 'neon light', 'autocracy']",Joseph Kosinski,https://image.tmdb.org/t/p/w500/8Nc6R8k7bG8frSiDJo0oLucF7dN.jpg
49013,Cars 2,"['Animation', 'Family', 'Adventure', 'Comedy']","['car race', 'sequel', 'comedy', 'anthropomorphism', 'best friend', 'duringcreditsstinger']",John Lasseter,https://image.tmdb.org/t/p/w500/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg
44912,Green Lantern,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['dc comics', 'transformation', 'superhero', 'alien', 'alien infection', 'magical object', 'protector', 'super powers', 'origin', '3d']",Martin Campbell,https://image.tmdb.org/t/p/w500/fj21HwUprqjjwTdkKC1XZurRSpV.jpg
10193,Toy Story 3,"['Animation', 'Family', 'Comedy']","['hostage', 'college', 'toy', 'barbie', 'animation', 'escape', 'day care', 'teddy bear', 'duringcreditsstinger', 'toy comes to life', 'personification', 'inanimate objects coming to life', 'toy story']",Lee Unkrich,https://image.tmdb.org/t/p/w500/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg
534,Terminator Salvation,"['Action', 'Science Fiction', 'Thriller']","['saving the world', 'artificial intelligence', 'prophecy', 'san francisco', 'cyborg', 'killer robot', 'gas station', 'post-apocalyptic', 'dystopia', 'army', 'firearm', 'wartime', 'los angeles']",McG,https://image.tmdb.org/t/p/w500/gw6JhlekZgtKUFlDTezq3j5JEPK.jpg
168259,Furious 7,['Action'],"['car race', 'speed', 'revenge', 'suspense', 'car', 'race', 'muscle car']",James Wan,https://image.tmdb.org/t/p/w500/ktofZ9Htrjiy0P6LEowsDaxd3Ri.jpg
72190,World War Z,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']","['dystopia', 'apocalypse', 'zombie', 'nuclear weapons', 'multiple perspectives', 'zombie apocalypse']",Marc Forster,https://image.tmdb.org/t/p/w500/aCnVdvExw6UWSeQfr0tUH3jr4qG.jpg
127585,X-Men: Days of Future Past,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['1970s', 'mutant', 'time travel', 'marvel comic', 'based on comic book', 'superhuman', 'storm', 'beast', 'aftercreditsstinger', 'changing the past or future']",Bryan Singer,https://image.tmdb.org/t/p/w500/tYfijzolzgoMOtegh1Y7j2Enorg.jpg
54138,Star Trek Into Darkness,"['Action', 'Adventure', 'Science Fiction']","['spacecraft', 'friendship', 'sequel', 'futuristic', 'space', 'alien', 'imax', 'space opera', 'terrorist bombing', '3d']",J.J. Abrams,https://image.tmdb.org/t/p/w500/Aim3kVNh1MPIxPEFeJrl9e9Uf1a.jpg
81005,Jack the Giant Slayer,"['Action', 'Family', 'Fantasy']","['based on fairy tale', 'giant']",Bryan Singer,https://image.tmdb.org/t/p/w500/9jSI7saUX9Qz0JLh19jX2ulEwL7.jpg
64682,The Great Gatsby,"['Drama', 'Romance']","['based on novel', 'infidelity', 'obsession', 'hope', '3d']",Baz Luhrmann,https://image.tmdb.org/t/p/w500/tyxfCBQv6Ap74jcu3xd7aBiaa29.jpg
9543,Prince of Persia: The Sands of Time,"['Adventure', 'Fantasy', 'Action', 'Romance']","['persia', 'sandstorm', 'brother against brother', 'armageddon', 'regent', 'based on video game']",Mike Newell,https://image.tmdb.org/t/p/w500/siNGMLdOUNYLEGtlsnmQcpO2XZX.jpg
68726,Pacific Rim,"['Action', 'Science Fiction', 'Adventure']","['dystopia', 'giant robot', 'giant monster', 'apocalypse', 'imax', 'duringcreditsstinger', '3d']",Guillermo del Toro,https://image.tmdb.org/t/p/w500/8wo4eN8dWKaKlxhSvBz19uvj8gA.jpg
38356,Transformers: Dark of the Moon,"['Action', 'Science Fiction', 'Adventure']","['moon', 'spacecraft', 'traitor', 'bodyguard', 'alien planet', 'based on cartoon', 'transformers', 'giant robot', 'sabotage', 'word domination', 'commando', 'duringcreditsstinger']",Michael Bay,https://image.tmdb.org/t/p/w500/28YlCLrFhONteYSs9hKjD1Km0Cj.jpg
217,Indiana Jones and the Kingdom of the Crystal Skull,"['Adventure', 'Action']","['saving the world', 'riddle', 'whip', 'treasure', 'mexico city', 'leather jacket', 'machinegun', 'alien phenomenons', 'maya civilization', 'peru', 'treasure hunt', 'nuclear explosion', 'refrigerator', 'archaeologist', 'indiana jones', 'archeology\xa0']",Steven Spielberg,https://image.tmdb.org/t/p/w500/56As6XEM1flWvprX4LgkPl8ii4K.jpg
105864,The Good Dinosaur,"['Adventure', 'Animation', 'Family']","['tyrannosaurus rex', 'friends', 'alternate history', 'dinosaur', 'fear', 'storm', 'nature', 'human', 'journey']",Peter Sohn,https://image.tmdb.org/t/p/w500/8RSkxOO80btfKjyiC5ZiTaCHIT8.jpg
62177,Brave,"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']","['scotland', 'rebel', 'bravery', 'kingdom', 'archer', 'wish', 'bear', 'scot', 'rebellious daughter', 'turns into animal', 'archery', 'ruins', 'aftercreditsstinger', 'peace offering', 'woman director', 'courage', '3d']",Brenda Chapman,https://image.tmdb.org/t/p/w500/1XAuDtMWpL0sYSFK0R6EZate2Ux.jpg
188927,Star Trek Beyond,"['Action', 'Adventure', 'Science Fiction']","['sequel', 'stranded', 'hatred', 'space opera']",Justin Lin,https://image.tmdb.org/t/p/w500/m7SHlvcGfCkbzk2xP7XHDOI6o93.jpg
10681,WALL·E,"['Animation', 'Family']",['romantic comedy'],Andrew Stanton,https://image.tmdb.org/t/p/w500/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg
5174,Rush Hour 3,"['Action', 'Comedy', 'Crime', 'Thriller']",['ambassador'],Brett Ratner,https://image.tmdb.org/t/p/w500/mp9CzKxLa2i7yblMXUrzVfGqsCo.jpg
14161,2012,"['Action', 'Adventure', 'Science Fiction']","['civilization', 'natural disaster', 'end of the world', 'disaster', 'apocalypse', 'destruction', 'volcanic eruption', 'mayan', 'ark', 'solar', 'destruction  of mankind']",Roland Emmerich,https://image.tmdb.org/t/p/w500/c2PkTPT5D9zB8SIm5wNlDAANEqM.jpg
17979,A Christmas Carol,"['Animation', 'Drama']","['holiday', 'based on novel', 'victorian england', 'money', 'christmas eve', 'scrooge', 'christmas carol', 'ghost', 'lesson', 'charles dickens', 'christmas']",Robert Zemeckis,https://image.tmdb.org/t/p/w500/xNwlAIdx1Ln28GRiQttUP9Gojy2.jpg
76757,Jupiter Ascending,"['Science Fiction', 'Fantasy', 'Action', 'Adventure']","['jupiter', 'space', 'woman director', '3d', 'interspecies romance']",Lilly Wachowski,https://image.tmdb.org/t/p/w500/2NCcAZ3M3F0FxENYmammBknwpVn.jpg
258489,The Legend of Tarzan,"['Action', 'Adventure']","['africa', 'feral child', 'tarzan', 'jungle', 'animal attack']",David Yates,https://image.tmdb.org/t/p/w500/eJrfz178xBGlxjDGxnBXTzWWa4w.jpg
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","['Adventure', 'Family', 'Fantasy']","['saving the world', 'witch', 'based on novel', 'brother sister relationship', 'self sacrifice', 'winter', 'cupboard', 'beaver', 'lion', 'fairy-tale figure', 'battle', 'narnia', 'fantasy world', 'duringcreditsstinger']",Andrew Adamson,https://image.tmdb.org/t/p/w500/iREd0rNCjYdf5Ar0vfaW32yrkm.jpg
246655,X-Men: Apocalypse,['Science Fiction'],"['mutant', 'supernatural powers', 'marvel comic', 'superhero', 'based on comic book', 'superhuman', 'apocalypse', 'superhero team', 'world domination', 'aftercreditsstinger', '1980s']",Bryan Singer,https://image.tmdb.org/t/p/w500/2mtQwJKVKQrZgTz49Dizb25eOQQ.jpg
155,The Dark Knight,"['Drama', 'Action', 'Crime', 'Thriller']","['dc comics', 'crime fighter', 'secret identity', 'scarecrow', 'sadism', 'chaos', 'gotham city', 'vigilante', 'joker', 'superhero', 'based on comic book', 'tragic hero', 'organized crime', 'criminal mastermind', 'district attorney', 'imax', 'super villain', 'super powers', 'batman']",Christopher Nolan,https://image.tmdb.org/t/p/w500/qJ2tW6WMUDux911r6m7haRef0WH.jpg
14160,Up,"['Animation', 'Comedy', 'Family', 'Adventure']","['age difference', 'central and south america', 'balloon', 'animation', 'floating in the air', 'duringcreditsstinger', 'exploring']",Pete Docter,https://image.tmdb.org/t/p/w500/mFvoEwSfLqbcWwFsDjQebn9bzFe.jpg
15512,Monsters vs Aliens,"['Animation', 'Family', 'Adventure', 'Science Fiction']","['alien', 'giant robot', 'duringcreditsstinger']",Conrad Vernon,https://image.tmdb.org/t/p/w500/hpHarddVj34j53T7NsoUGdKj4mP.jpg
1726,Iron Man,"['Action', 'Science Fiction', 'Adventure']","['middle east', 'arms dealer', 'malibu', 'marvel comic', 'superhero', 'based on comic book', 'tony stark', 'iron man', 'aftercreditsstinger', 'marvel cinematic universe', 'counter terrorism', 'agent coulson']",Jon Favreau,https://image.tmdb.org/t/p/w500/78lPtwv72eTNqFW9COBYI0dWDJa.jpg
44826,Hugo,"['Adventure', 'Drama', 'Family']","['library', 'clock', 'film director', 'key', 'toy', 'boy', 'love', 'orphan', 'robot', 'automaton', 'hiding', 'filmmaking', 'leg brace', 'doberman', '3d']",Martin Scorsese,https://image.tmdb.org/t/p/w500/1dxRq3o3l3bVWNRvvSb7rRf68qp.jpg
8487,Wild Wild West,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Western']","['steampunk', 'based on tv series', 'steam locomotive', 'drag']",Barry Sonnenfeld,https://image.tmdb.org/t/p/w500/mCdo7nykEVCa25bjnkwgyX35fjm.jpg
1735,The Mummy: Tomb of the Dragon Emperor,"['Adventure', 'Action', 'Fantasy']",[],Rob Cohen,https://image.tmdb.org/t/p/w500/A3acM1lX5PNWQa6r5qeMAJOxbnT.jpg
297761,Suicide Squad,"['Action', 'Adventure', 'Crime', 'Fantasy', 'Science Fiction']","['dc comics', 'shared universe', 'anti hero', 'secret mission', 'villain', 'superhero', 'supervillain', 'dc extended universe']",David Ayer,https://image.tmdb.org/t/p/w500/sk3FZgh3sRrmr8vyhaitNobMcfh.jpg
2698,Evan Almighty,"['Fantasy', 'Comedy', 'Family']","['father son relationship', 'daily life', 'married couple', 'support', 'father', 'marriage', 'faith', 'baustelle', 'rescue', 'animal', 'nature', 'duringcreditsstinger', ""noah's ark""]",Tom Shadyac,https://image.tmdb.org/t/p/w500/blI1ioXbgJWOJ3PbcBuSV65Ebwu.jpg
137113,Edge of Tomorrow,"['Action', 'Science Fiction']","['deja vu', 'time warp', 'restart', 'dystopia', 'war', 'alien', 'military officer', 'soldier', 'alien invasion', 'exoskeleton']",Doug Liman,https://image.tmdb.org/t/p/w500/nBM9MMa2WCwvMG4IJ3eiGUdbPe6.jpg
9804,Waterworld,"['Adventure', 'Action']","['ocean', 'tattoo', 'mutant', 'water', 'dystopia', 'doomsday']",Kevin Reynolds,https://image.tmdb.org/t/p/w500/X4UyUO5jgzs3c5YafnmYKLKKYw.jpg
14869,G.I. Joe: The Rise of Cobra,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['terrorist', 'secret', 'hostage', 'technology', 'warhead', 'government', 'president', 'revenge', 'murder', 'attack', 'explosion', 'scientist', 'lasers', 'evil', 'cobra']",Stephen Sommers,https://image.tmdb.org/t/p/w500/mc9b25IAprHfsaOz0wTshOwGHcY.jpg
150540,Inside Out,"['Drama', 'Comedy', 'Animation', 'Family']","['dream', 'cartoon', 'imaginary friend', 'animation', 'family', 'moving', 'kids', 'unicorn', 'duringcreditsstinger', '3d', 'emotions']",Pete Docter,https://image.tmdb.org/t/p/w500/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg
278927,The Jungle Book,"['Family', 'Adventure', 'Drama', 'Fantasy']","['based on novel', 'snake', 'wolf', 'elephant', 'tiger', 'feral child', 'panther', 'remake', 'bear', 'jungle', 'talking animal', 'orphan', 'animal', 'talking to animals']",Jon Favreau,https://image.tmdb.org/t/p/w500/2Epx7F9X7DrFptn4seqn4mzBVks.jpg
10138,Iron Man 2,"['Adventure', 'Action', 'Science Fiction']","['malibu', 'marvel comic', 'superhero', 'based on comic book', 'revenge', 'aftercreditsstinger', 'marvel cinematic universe']",Jon Favreau,https://image.tmdb.org/t/p/w500/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg
58595,Snow White and the Huntsman,"['Adventure', 'Fantasy', 'Drama']","['queen', 'magic', 'fairy tale', 'immortality', 'forest', 'deception', 'woman', 'eternal youth', 'snow white', 'evil queen', 'evil stepmother', 'imprisoned', 'sorceress']",Rupert Sanders,https://image.tmdb.org/t/p/w500/8HUa5kRubYbnAD5UVpnhTGGgMTW.jpg
102651,Maleficent,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']","['fairy tale', 'villain', 'sleeping beauty', 'dark fantasy', 'based on fairy tale', 'adaptation', 'retelling', 'literary adaptation', '3d']",Robert Stromberg,https://image.tmdb.org/t/p/w500/bDG3yei6AJlEAK3A5wN7RwFXQ7V.jpg
119450,Dawn of the Planet of the Apes,"['Science Fiction', 'Action', 'Drama', 'Thriller']","['leader', 'colony', 'post-apocalyptic', 'dystopia', 'forest', 'sequel', 'woods', 'ape', 'scientist', 'monkey', 'medical research', 'animal attack', 'plague', '3d']",Matt Reeves,https://image.tmdb.org/t/p/w500/mSmAc9G25fhOHH45SLEeagR0qi7.jpg
79698,The Lovers,"['Action', 'Adventure', 'Science Fiction', 'Romance']",[],Roland Joffé,https://image.tmdb.org/t/p/w500/6esL8UH2sXXqbfbaV6bFEUBCDOr.jpg
64686,47 Ronin,"['Drama', 'Action', 'Adventure', 'Fantasy']","['japan', 'suicide', 'samurai', 'based on true story', 'samurai sword', 'ronin', 'shogun', 'half breed', '3d']",Carl Rinsch,https://image.tmdb.org/t/p/w500/xDHnmcroujCRG0ysYQaiswjbyHd.jpg
100402,Captain America: The Winter Soldier,"['Action', 'Adventure', 'Science Fiction']","['washington d.c.', 'future', 'shield', 'marvel comic', 'superhero', 'based on comic book', 'captain america', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe', '3d', 'political thriller']",Anthony Russo,https://image.tmdb.org/t/p/w500/tVFRpFw3xTedgPGqxW0AOI8Qhh0.jpg
10192,Shrek Forever After,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']","['ogre', '3d']",Mike Mitchell,https://image.tmdb.org/t/p/w500/6HrfPZtKcGmX2tUWW3cnciZTaSD.jpg
